# RA-3 physics log
   0,00  === INIT === addrs: kontr=91D5B05 loc_ptr=74AEA0 rev_ptr=74B28C spd_ptr=74B41C
   0,00  === PHYSICS ON ===
   0,00  === WRITE TO LOC36 ENABLED ===
   0,00  === RA3 BOOSTER ON === scale=0,0080 limit=120
  21,81  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  21,92  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,03  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,14  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,25  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,36  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,47  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,58  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,69  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,80  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  22,91  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,02  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,13  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,23  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,34  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,45  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,56  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,67  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,78  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  23,89  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,00  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,11  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,22  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,33  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,44  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,55  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,66  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,77  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,88  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  24,98  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,09  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,20  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,31  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,42  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,53  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,64  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,75  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  25,86  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  26,00  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  26,11  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
  26,22  k=  0 v=   0,00 rev=  0 | rpm= 800,0 Mo=      0,0 F=       0,0 | silat before=       0,0 want=       0,0 after=       0,0 | y_gt=0,000 y_gm=0,000 y_gb=0,000 gt_mode=F write=T | F_adh= 138321,0 slip=F sand=F
